id,name,relationship,relative,relativename
Q107033991,Jonatan Vseviov,father,Q17447293,
Q1149033,Tõnis Lukas,spouse,Q12368723,
Q11857954,Enn Eesmaa,father,Q12362179,
Q11857954,Enn Eesmaa,sibling,Q15888056,
Q11857954,Enn Eesmaa,spouse,Q337405,
Q11869065,Kaja Kallas,father,Q156469,
Q11869065,Kaja Kallas,mother,Q26695945,
Q11869065,Kaja Kallas,spouse,Q441874,
Q11869065,Kaja Kallas,spouse,Q61727586,
Q11869065,Kaja Kallas,spouse,Q65258461,
Q11869429,Kalle Palling,spouse,Q46999681,
Q12358062,Aadu Must,child,Q13570003,
Q12358062,Aadu Must,spouse,Q12379598,
Q12358575,Alar Karis,spouse,Q108296358,
Q12358921,Allar Jõks,partner,Q17447251,
Q12359093,Ando Leps,father,Q12359961,
Q12363696,Hele Everaus,father,Q50375504,
Q12363696,Hele Everaus,mother,Q50375505,
Q12364333,Ignar Fjuk,father,Q50375518,
Q12364333,Ignar Fjuk,mother,Q50375519,
Q12366229,Kalle Jürgenson,child,Q194913,
Q12366229,Kalle Jürgenson,father,Q50376150,
Q12366229,Kalle Jürgenson,mother,Q50376148,
Q12366229,Kalle Jürgenson,sibling,Q2438863,
Q12366614,Katrin Karisma,child,Q16404382,
Q12366614,Katrin Karisma,partner,Q12377535,
Q12366614,Katrin Karisma,spouse,Q12372179,
Q12366614,Katrin Karisma,spouse,Q15055597,
Q12366816,Kersti Kaljulaid,sibling,Q27430407,
Q12366816,Kersti Kaljulaid,spouse,Q27530932,
Q12366820,Kersti Sarapuu,spouse,Q16404003,
Q12368739,Liisa Pakosta,child,Q108673549,
Q12369688,Margi Ein,father,Q50375415,
Q12369688,Margi Ein,mother,Q50375416,
Q12369727,Mari-Ann Kelam,spouse,Q1345946,
Q12369791,Marika Tuus-Laul,sibling,Q12363563,
Q12369791,Marika Tuus-Laul,spouse,Q16407444,
Q12369879,Mart Meri,father,Q153149,
Q12369924,Martin Helme,father,Q1453245,
Q12369924,Martin Helme,mother,Q16405654,
Q12369924,Martin Helme,relative,Q16407924,
Q12369924,Martin Helme,relative,Q5782086,
Q12369924,Martin Helme,sibling,Q12369391,
Q12370316,Mihkel Raud,father,Q1343524,
Q12370316,Mihkel Raud,mother,Q299805,
Q12370316,Mihkel Raud,sibling,Q7213774,
Q12370316,Mihkel Raud,sibling,Q938063,
Q12370316,Mihkel Raud,spouse,Q16408268,
Q12371725,Oudekki Loone,father,Q5347130,
Q12371725,Oudekki Loone,mother,Q3744651,
Q12371725,Oudekki Loone,sibling,Q16406931,
Q12372175,Peeter Ernits,father,Q50375495,
Q12372175,Peeter Ernits,mother,Q50375496,
Q12373451,Rain Rosimannus,spouse,Q458003,
Q12373774,Rein Ratas,child,Q2621730,
Q12373774,Rein Ratas,spouse,Q12377841,
Q12375092,Siret Kotka-Repinski,spouse,Q20933560,
Q12376907,Tiit Käbin,father,Q16408393,
Q12376907,Tiit Käbin,sibling,Q16403017,
Q12377130,Toomas Trapido,father,Q12364682,
Q12377130,Toomas Trapido,mother,Q12368247,
Q12378607,Viktor Andrejev,father,Q50375190,
Q12378607,Viktor Andrejev,mother,Q50375191,
Q12379326,Yana Toom,mother,Q17447164,
Q12379642,Ülo Vooglaid,child,Q18627066,
Q13234758,Andres Anvelt,spouse,Q12367984,
Q13570003,Kadri Simson,father,Q12358062,
Q13570003,Kadri Simson,mother,Q12379598,
Q13605586,Mart Jüssi,father,Q1398208,
Q13605586,Mart Jüssi,mother,Q12363732,
Q13605609,Tõnu Juul,father,Q50376085,
Q13605609,Tõnu Juul,mother,Q50376086,
Q1375585,Jaak Aab,father,Q50374926,
Q1375585,Jaak Aab,spouse,Q111243638,
Q1387518,Trivimi Velliste,father,Q12377270,
Q1396519,Karin Jaani,father,Q50375971,
Q1396519,Karin Jaani,mother,Q50375973,
Q1424510,Jüri Pihl,spouse,Q6000205,
Q1433583,Jüri Luik,father,Q16404674,
Q1433583,Jüri Luik,mother,Q18752918,
Q1453245,Mart Helme,child,Q12369391,
Q1453245,Mart Helme,child,Q12369924,
Q1453245,Mart Helme,father,Q50375750,
Q1453245,Mart Helme,mother,Q50375752,
Q1453245,Mart Helme,relative,Q12362142,
Q1453245,Mart Helme,sibling,Q16407924,
Q1453245,Mart Helme,sibling,Q60686547,
Q1453245,Mart Helme,spouse,Q16405654,
Q1453245,Mart Helme,spouse,Q26695944,
Q153149,Lennart Meri,child,Q12369879,
Q153149,Lennart Meri,father,Q1505386,
Q153149,Lennart Meri,sibling,Q16403508,
Q153149,Lennart Meri,spouse,Q5707090,
Q156469,Siim Kallas,child,Q11869065,
Q156469,Siim Kallas,father,Q50376314,
Q156469,Siim Kallas,mother,Q50376315,
Q156469,Siim Kallas,spouse,Q26695945,
Q1565411,Toivo Asmer,child,Q375571,
