item,itemLabel,startDate,endDate,psid
Q12378710,Villu Kõve,2019-02-04,,Q12378710-EDB96649-3194-4AE9-8A87-6A1D6C1D7F28
Q15298066,Priit Pikamäe,2013-09-13,2019-02-03,Q15298066-6EB6867C-4248-4E3F-B2CD-B4AE7C9C955C
Q1719504,Kaarel Parts,1919-10-31,1940-08-01,Q1719504-4B2EF7B1-45B9-4376-8D6E-B9B4F73649B7
Q2128576,Rait Maruste,1992-12-08,1998-08-20,Q2128576-06bb67e2-4b99-948d-5844-462e97d98e05
Q2496642,Uno Lõhmus,1998-11-09,2004-04-30,Q2496642-87727625-AA8A-4947-B0F9-21914137F48A
Q659781,Märt Rask,2004-09-13,2013-09-12,Q659781-8BE5AF86-95B9-4F6A-972D-3097D64DCAA3
