@@,itemlabel,item,startdate,enddate
->,Kaarel Parts,Q1719504,1919-10-31,NULL->1940-08-01
->,Rait Maruste,Q2128576,1992->1992-12-08,1998->1998-08-20
+++,Uno Lõhmus,Q2496642,1998-11-09,2004-04-30
+++,Märt Rask,Q659781,2004-09-13,2013-09-12
+++,Priit Pikamäe,Q15298066,2013-09-13,2019-02-03
+++,Villu Kõve,Q12378710,2019-02-04,
