position,title
Q21100241,member of the Riigikogu
Q37822184,Member of the 10th Riigikogu
Q33129357,Member of the 11th Riigikogu
Q33129181,Member of the 12th Riigikogu
Q33129158,Member of the 13th Riigikogu
Q61976148,Member of the 14th Riigikogu
